id,age,gender,area,status,education,consuptionAbility,device,work,connectionType,behavior
24051,10,,,,,,,,,
24052,7,,5,,4,,,1,,18
24053,31,,,,,,,,,
24054,31,,1,,,,,,,
24055,41,,,,,,,,,
24056,24,,,,,,,,,
24057,,,,,,,,,,
24058,9,,,,,,,,,
24059,31,,,,,,,,,
24060,22,1,,,,,,,,
24061,,,,,,,,,,
24062,,,,,,,,,,
24063,,,,,,,,,,
24064,8,,,,,,,,,
24065,,,,,,,,,,
24066,11,,,,,,,,,
24067,31,,,,,,,,,
24068,,,,,,,,,,
24069,,,,,,,,,,
24070,,,130,,,,,,,
24071,31,1,201,,3,1,3,,4,13
24072,3,,,,,,,,,
24073,10,,80,,,,,,,26
24074,,,,,,,,,,
24075,,,1,,,,,,,
24076,25,,60,,,,,,,34
24077,,,1,,,,,,,
24078,19,,46,3,,,,,,42
24079,5,,,,,,,,,
24080,9,1,323,,,,2,,3,27
24081,5,,1,,,,,,,
24082,29,,,,,,,,,
24083,,,1,,,,,,,
24084,2,1,6,4,,,,,,
24085,21,,1,,,,,,,
24086,12,,,,,,,,,
24087,8,,,,,,,,,
24088,31,,,,,,,,,
24089,4,,,,,,,,,
24090,10,,,,4,,,,2,21
24091,16,,,,,,,,,
24092,12,1,4,3,,,,,,
24093,29,,,,,,,,,
24094,,,1,,,,,,,
24095,,,1,,,,,,,
24096,32,,56,,,,,,,
24097,,,394,,,,,,,
24098,,,,,,,,,,
24099,31,,,,,,,,,
24100,,,394,,,,,,,
24101,8,,,,,,,,,
24102,27,,,,,,,,,
24103,17,,54,,,,,,,
24104,31,,,,,,,,,
24105,,,,,,,,,,
24106,,,,,,,,,,
24107,46,,1,,,,,,,
24108,15,,,,,,,,,
24109,31,,,,,,,,,
24110,6,,27,,4,,,,,16
24111,,,1,,,,,,,
24112,,,2,,,,,,,
24113,6,,46,,,,,,,3
24114,,,1,,,,,,,
24115,7,,47,,,,,,,31
24116,22,1,94,,,,,,,
24117,31,,,,,,,,,
24118,16,,1,,,,,,,
24119,16,,,,,,,,,
24120,,,1,,,,,,,
24121,27,,52,,,,1,,2,
24122,24,,1,,,,,,,
24123,,,1,,,,,,,
24124,,,,,,,,,,
24125,,,1,,,,,,,
24126,7,,,,,,,,,
24127,41,,,,,,,,,
24128,17,,,,,,,,,
24129,,,,,,,,,,
24130,,,,,,,,,,
24131,6,,,,,,1,,,2
24132,,,394,,,,,,,
24133,16,,,,,,,,,
24134,47,,1,,,,,,3,11
24135,13,1,66,,,,,,,38
24136,,,,,,,,,,
24137,,,,,,,,,,
24138,7,1,,,,,,,,44
24139,,,,,,,,,,
24140,8,,,,,,,,,
24141,980,,1,,,,,,,
24142,31,,,,,,,,,
24143,11,,,,,,,,,
24144,17,1,52,2,4,,,,,45
24145,4,,3,,4,,,,,
24146,,,,,,,,,,20
24147,31,,,,,,,,,
24148,,,1,,,,,,,
24149,8,,,,,,,,,
24150,4,,,,,,,,,
24151,7,,1,,,,,,,
24152,27,,52,,,,1,,2,
24153,31,,,,,,,,,
24154,31,,,,,,,,,
24155,31,,,,,,,,,
24156,31,,,,,,,,,
24157,,,,,,,,,,
24158,,,64,,,,,,,
24159,,,,,,,,,,
24160,28,,,,,,,,,
24161,18,,,,,,,,,
24162,,,,,,,,,,
24163,27,,,,,,,,,
24164,,,,,,,,,,
24165,,,,,,,,,,
24166,27,1,9,,,,,,,
24167,12,,2,,,,,,,
24168,27,,20,3,4,1,,,,8
24169,,,,,,,,,,
24170,2,1,4,,,,,,,
24171,976,,10,,,,,,,
24172,,,1,,,,,,,
24173,31,,,,,,,,,
24174,31,,,,,,,,,
24175,,,4,,,,,,,
24176,,,348,,,,,,,
24177,26,,,,,,,,,
24178,,,1,,,,,,,
24179,3,1,94,,,,,,,
24180,,,,,,,,,,
24181,8,,,,4,,,,2,21
24182,,,,,,,,,,
24183,,,,,,,,,,
24184,25,,1,,,,,,,
24185,21,,,,,,,,,
24186,4,,,,,,,,,
24187,982,,15,,,,,,,
24188,25,,3,,,,,,,
24189,7,,,,,,,,,
24190,4,,40,,,,,,,
24191,19,,,,,,,,,
24192,31,,,,,,,,,
24193,13,,13,,4,,,,,3
24194,6,,11,,,,,,,
24195,,,1,,,,,,,
24196,,,,,,,,,,
24197,38,,,4,5,,,,,
24198,15,,,,,,,,,
24199,31,,,,,,,,,
24200,9,,57,,5,,,,,18
24201,22,,1,,,,,,,2
24202,22,,1,,,,,,,13
24203,15,,,,,,,,,
24204,26,,,,,,,,,
24205,976,,2,,,,,,,10
24206,25,1,16,,,,,,,73
24207,5,,1,,,,,,,
24208,21,,1,,,,,,,28
24209,23,,2,,3,,,,,8
24210,3,,1,,,,2,,3,27
24211,22,1,94,,,,,,,
24212,26,,,,,,,,,
24213,30,,,,,,,,,
24214,4,,40,,,,,,,
24215,18,,,,,,,,,
24216,,,394,,,,,,,
24217,,,,,,,,,,
24218,,,,,,,,,,
24219,31,,,,,,,,,
24220,18,,,,,,,,,
24221,9,,1,,,,,,,
24222,16,,,,,,,,,
24223,29,,,,,,,,,
24224,,,,,,,,,,
24225,38,,,,,,,,,
24226,19,,47,,,,,,,31
24227,37,,10,,,,,,,
24228,14,,1,,,,,,,
24229,18,,132,,,,,,,
24230,,,,,,,,,,
24231,3,,,,,,,,,24
24232,7,,,,,,,,,
24233,11,,2,,,,,,,
24234,17,1,,,,,,,,56
24235,18,,,,,,,,,
24236,5,,,,,,,,,
24237,24,,,,,,,,,
24238,14,,,,,,,,,
24239,,,,,,,,,,
24240,7,,,,,,,,2,
24241,36,,20,,,,,,,29
24242,,,,,,,,,,
24243,,,,,,,,,,
24244,,,348,,,,,,,
24245,,,,,,,,,,
24246,,,,,,,,,,
24247,,,,,,,,,,
24248,,,,,,,,,,
24249,31,,1,,,,,,,
24250,6,1,,,,,,,,30
24251,29,1,,,,,,,,30
24252,31,,,,,,,,,
24253,14,,1,,4,,,,,
24254,975,1,,,,,,,,
24255,4,,,,,,,,,
24256,9,,1,,,,,,3,11
24257,,,1,,,,,,,
24258,,,,,,,,,,
24259,9,1,323,,,,2,,3,27
24260,18,,,,4,,,,2,11
24261,4,,11,,,,,,,39
24262,11,,,,,,,,,
24263,974,,10,,,,,,,
24264,,,1,,,,,,,
24265,13,,,,,,,,,
24266,,,,,,,,,,
24267,11,,2,,,,,,,
24268,10,1,94,,,,,,,
24269,20,,,,,,,,,
24270,,,,,,,,,,
24271,19,,,,,,,,,
24272,14,1,94,,,,,,,
24273,,,,,,,,,,
24274,4,,31,,,,,,2,4
24275,32,,72,,,,,,,
24276,31,,,,,,,,,
24277,10,,,,4,,,,2,61
24278,8,,2,,,,,,,
24279,10,,,,4,,,,2,21
24280,31,,,,,,,,,
24281,,,394,,,,,,,
24282,10,,,,,,,,,
24283,31,,,,,,,,,
24284,31,1,52,2,4,,,,,45
24285,16,,1,,,,,,,
24286,21,,,,,,,,,
24287,11,,1,,,,,,,
24288,18,1,81,,5,,,,,
24289,15,,,,,,,,,
24290,,,60,,,,,,,
24291,7,,1,,4,,,,,89
24292,,,1,,,,,,,
24293,10,,,,4,,,,2,19
24294,16,,,,,,,,,
24295,22,1,94,,,,,,,
24296,14,,,,,,,,,
24297,12,1,1,,,,,,,
24298,,,1,,,,,,,
24299,29,,1,,,,,,,2
24300,,,,,,,,,,
24301,,,60,,,,,,,
24302,11,,4,,,,,,,11
24303,30,,1,,,,,,,
24304,31,,,,,,,,,
24305,10,,,,,,,,,
24306,20,,1,,,,,,,28
24307,,,2,,,,,,,
24308,37,,12,,,,,,,
24309,7,,,,,,,,,
24310,20,,,,,,,,,
24311,7,,4,,,,,,4,
24312,,,394,,,,,,,
24313,31,,,,,,,,,
24314,,,1,,,,,,,
24315,16,,,,,,,,,
24316,30,,,,,,,,,
24317,10,,,,4,,,,2,24
24318,25,,1,,,,,,,
24319,22,,1,,,,,,,13
24320,,,,,,,,,,
24321,5,,,,,,,,,
24322,,,,,,,,,,
24323,8,,,,,,,,,
24324,31,,,,,,,,,
24325,31,,,,,,,,,
24326,8,,,,,,,,,
24327,15,,13,,4,,,,,3
24328,14,1,,,,,,,2,2
24329,7,,1,,,,,,,
24330,4,1,,,,,,,2,2
24331,,,1,,,,,,,11
24332,22,,,,,,,,,
24333,12,,,,,,,,,
24334,29,,3,,,,,,,
24335,25,,1,,,,,,3,11
24336,13,,,,,,,,,
24337,3,,,,,,,,,
24338,41,,1,,,,,,,13
24339,29,,,,,,,,,
24340,29,1,,,,,,,,30
24341,36,,1,,,,,,,
24342,,1,201,,3,1,3,,4,13
24343,31,,,,,,,,,
24344,,,1,,,,,,,
24345,,,,,,,,,,
24346,6,,8,,2,,,,5,31
24347,,,,,,,,,,
24348,2,1,7,,,,,,,
24349,34,,2,,,,,,,10
24350,44,,,,,,,,,
24351,19,,2,,,,,,,10
24352,7,1,,,,,,,,4
24353,,,1,,,,,,,
24354,34,,1,2,,,,,,
24355,11,,22,,,,,,,
24356,,,1,,,,,,,
24357,31,,,,,,,,,
24358,30,,,,,,,,,
24359,34,,,,,,,,,
24360,9,,56,,,,,,,
24361,10,,,,4,,,,2,21
24362,31,,,,,,,,,
24363,31,,,,,,,,,
24364,31,,,,,,,,,
24365,31,,,,,,,,,
24366,24,1,18,,,,,,,6
24367,10,,,,,,,,,
24368,10,,,,4,,,,2,11
24369,,,394,,,,,,,
24370,,,394,,,,,,,
24371,35,,,,,,,,,
24372,6,1,31,,,,,,,53
24373,21,,,,,,,,,
24374,17,,,,,,,,,
24375,5,,3,,,,,,,5
24376,31,,,,,,,,,
24377,11,,1,,,,,,,
24378,,,1,,,,,,,
24379,31,,,,,,,,,
24380,3,,1,,,,,,,13
24381,3,,,,,,,,,
24382,4,,7,,,,,,,4
24383,31,,,,,,,,,
24384,,,1,,,,,,,
24385,21,,1,,,,,,,
24386,12,,,,,,,,,
24387,24,,,,,,,,,
24388,19,,,,,,,,,
24389,15,,,,,,,,,
24390,,,,,,,,,,
24391,,,,,,,,,,
24392,,,1,,,,,,,
24393,47,,1,,,,,,3,11
24394,11,1,323,,,,2,,3,27
24395,,,1,,,,,,,
24396,4,1,52,2,4,,,,,45
24397,5,,1,,,,,,,
24398,10,,,,,,,,,
24399,7,,,,,,,,,
24400,9,,,,,,,,,
24401,2,1,1,,,,,,,
24402,31,,,,,,,,,
24403,,,1,,,,,,,
24404,982,,1,,,,,,,11
24405,8,,,,,,,,,
24406,5,,,,,,,,,
24407,5,,3,,,,,,,
24408,,,,,,,,,,
24409,19,,,,,,,,,
24410,,,130,,,,,,,
24411,18,1,81,,5,,,,,
24412,,,1,,,,,,,
24413,31,,,,,,,,,
24414,21,,,,,,,,,
24415,,,394,,,,,,,
24416,,,1,,,,,,,
24417,31,,,,,,,,,
24418,,,,,,,,,,
24419,7,,,,,,,,,
24420,11,,,,,,,,,
24421,31,,,,,,,,,
24422,,,,,,,,,,
24423,3,1,25,,,,,,2,24
24424,,1,,,,,,,,
24425,,,9,,,,,,,
24426,19,,,,,,,,,
24427,24,,,,,,,,,22
24428,16,1,62,,4,,,,2,52
24429,7,1,32,,,,,,,
24430,14,,,4,5,,,,,
24431,,,,,,,,,,
24432,16,1,,,,,,,,
24433,12,1,,,,,,,,
24434,4,,,,,,,,,
24435,,,,,,,,,,
24436,,,,,,,,,,
24437,15,,2,,,,,,,26
24438,20,,,,,,,,,
24439,29,1,13,,,,,,,
24440,7,,,,,,,,,
24441,2,1,3,,,,,,,
24442,,,,,,,,,,
24443,11,,,,,,,,,
24444,31,,,,,,,,,
24445,10,,1,,,,,,,
24446,6,,54,,5,,,,,
24447,,,124,,,,,,,
24448,10,,,,,,,,,
24449,31,,,,,,,,,
24450,,,,,,,,,,
24451,,,1,,,,,,,
24452,,,1,,,,,,,
24453,4,1,2,,,,,,,69
24454,,,1,,,,,,,
24455,13,,,,,,,,,
24456,21,,56,,,,,,,
24457,15,,,,,,,,,
24458,3,,,,4,,,,2,24
24459,12,,1,,,,,,,
24460,,,64,,,,,,,
24461,6,,4,,,,,,,11
24462,4,,,,,,,,,3
24463,,,,,,,,,,
24464,4,,,,,,,,,
24465,11,,1,,,,,,,
24466,7,,394,,,,,,,44
24467,,,1,,,,,,,
24468,31,,,,,,,,,
24469,16,1,62,,4,,,,2,52
24470,31,,,,,,,,,
24471,37,,1,,,,,,,
24472,3,,1,,,,,,,
24473,9,,,,,,,,,
24474,37,,,,,,,,,
24475,,,1,,,,,,,
24476,,,,,,,,,,
24477,22,,,,,,,,,
24478,12,,,,,,,,,
24479,3,,3,,1,,,,2,
24480,980,,12,,,,,,,
24481,22,,20,,,,,,,29
24482,,,60,,,,,,,
24483,,,1,,,,,,,
24484,27,,,,,,,,,
24485,,,1,,,,,,,
24486,,,,,,,,,,
24487,,,1,,,,,,,
24488,,,,,,,,,,
24489,17,,,,,,,,,
24490,11,,4,,,,,,,11
24491,22,,,,,,,,,
24492,23,1,2,,,,,,,163
24493,,,,,,,,,,
24494,27,,54,,,,1,,2,
24495,12,1,,,,,,,,
24496,12,1,,,,,,,,
24497,7,1,,,,,,,,4
24498,,,1,,,,,,,
24499,21,1,,,,,,,,44
24500,3,,,,,,,,,
24501,,,,,,,,,,
24502,8,,93,,,,,,,4
24503,,,,,,,,,,
24504,43,,,,,,,,,
24505,,,394,,,,,,,
24506,20,,,,,,,,,
24507,,,,,,,,,,
24508,975,,11,,,,,,2,4
24509,4,,1,,,,,,,
24510,31,,,,,,,,,
24511,38,,,4,5,,,,,
24512,,,,,,,,,,
24513,31,,,,,,,,,
24514,27,,,,4,,,,2,11
24515,19,,,,,,,,,
24516,4,1,25,,,,,,2,24
24517,16,,1,,,,,,,
24518,22,,,,,,,,,
24519,,,32,,,,,,,
24520,3,,96,,,,,,,
24521,47,,1,,,,,,3,11
24522,5,,1,,,,,,,
24523,7,,1,,,,,,,
24524,9,,1,,,,,,,
24525,16,,,,,,,,,
24526,,,5,,,,,,,
24527,4,,,,,,,,,
24528,,,394,,,,,,,
24529,3,,,,4,,,,2,21
24530,48,,1,,,,,,,
24531,,,4,,,,,,,
24532,980,,1,,,,,,,
24533,9,,,,,,,,,
24534,30,,,,,,,,,
24535,26,,,,,,,,,
24536,31,,,,,,,,,
24537,3,,,,,,,,,
24538,17,,1,,,,,,,
24539,,,,,,,,,,
24540,,,,,,,,,,
24541,10,,,,4,,,,2,19
24542,,,,,,,,,,
24543,33,,6,,,,,,2,
24544,14,,1,,,,,,,
24545,10,,,,,,,,,
24546,9,,,,,,,,,
24547,3,,,,,,,,,
24548,2,1,7,,,,,,,
24549,2,1,10,,,,,,,
24550,31,,,,,,,,,
24551,,,,,,,,,,
24552,7,1,32,,,,,,,
24553,,,1,,,,,,,
24554,31,,,,,,,,,
24555,,,1,,,,,,,
24556,19,,,,,,,,,
24557,,,,,,,,,,
24558,,,,,,,,,,
24559,22,,,,,,,,,
24560,,,60,,,,,,,
24561,23,,,,,,,,,
24562,31,,,,,,,,,
24563,6,,4,,,,,,,11
24564,,,,,,,,,,
24565,,,1,,,,,,,
24566,29,,80,,,,,,,26
24567,4,,,,,,,,,
24568,22,,1,,,,,,,
24569,3,1,2,,,,,,,69
24570,9,,57,,5,,,,,13
24571,10,,198,3,,,,,,22
24572,26,,1,,,,,,,
24573,7,,,,,,1,,,2
24574,22,,,,,,,,,
24575,10,,,,4,,,,2,24
24576,14,,,,,,,,,
24577,8,1,1,,5,,,,2,96
24578,27,,1576,,,,,,,13
24579,7,,,,,,,,,
24580,10,,,,,,,,,
24581,,,1,,,,,,,
24582,22,,,,,,,,,
24583,33,,1,,,,,,,
24584,9,1,42,,,,,,,
24585,16,,2,,,,,,,
24586,3,,,,,,,,,
24587,34,,,,,,,,,
24588,5,,1,,,,,,,
24589,111,3,,4,5,,,,,
24590,,,,,,,,,,
24591,31,,,,,,,,,
24592,31,,,,,,,,,
24593,,,,,,,,,,
24594,11,,2,,,,,,,
24595,13,,1,,,,,,,
24596,24,,,,,,,,,
24597,11,,,,,,,,,
24598,,,,,,,,,,
24599,31,,,,,,,,,
24600,31,,,,,,,,,
24601,,,,,,,,,,
24602,16,,1,,,,,,,
24603,7,,,,,,,,,
24604,2,1,6,4,,,,,,
24605,,,,,,,,,,
24606,31,,,,,,,,,
24607,7,,,,,,,,,22
24608,10,1,,,,,,,,56
24609,23,1,94,,,,,,,
24610,21,,1,,,,,,,
24611,4,,,,,,,,,
24612,11,,1,,,,,,,
24613,31,,,,,,,,,
24614,9,,1,,,,,,,
24615,21,,,,,,,,,
24616,31,,,,,,,,,
24617,,,1,,,,,,,
24618,7,,1,,,,,,3,11
24619,,,,,,,,,,
24620,6,,1,,,,,,,
24621,6,,,,,,1,,,2
24622,,,1,,,,,,,
24623,8,1,94,,,,,,,
24624,,,,,,,,,,
24625,27,1,,,,,,,,
24626,18,,60,,,,,,,
24627,,,64,,,,,,,
24628,17,1,,,,,,,,56
24629,,,,,,,,,,3
24630,35,,14,,,,,,,
24631,6,1,66,,,,,,,18
24632,32,,1,,,,,,,
24633,976,,2,,,,,,,10
24634,31,,,,,,,,,
24635,46,,1,,,,,,,
24636,6,,,,,,,,,
24637,31,,,,,,,,,
24638,3,,,,,,,,,
24639,,,,,,,,,,
24640,15,,,,,,,,,
24641,14,,1,,,,,,,
24642,4,,54,,5,,,,,
24643,29,,,,,,,,,
24644,,,,,,,,,,
24645,23,,,,,,,,,
24646,31,,,,,,,,,
24647,34,,3,,4,,,,,
24648,10,,1,,,,,,,
24649,34,,1,2,,,,,,
24650,14,,64,,,,,,2,
24651,11,,1,,,,,,,
24652,,,394,,,,,,,
24653,23,,,,,,,,,
24654,29,,32,,4,,,,,44
24655,39,,,,,,,,,22
24656,22,,1,,,,,,,8
24657,11,,,,,,,,,
24658,,,,,,,,,,
24659,15,,,,,,,,,
24660,,,9,,,,,,,
24661,37,,17,8,,,,,2,12
24662,4,,,,,,,,,
24663,2,1,6,4,,,,,,
24664,37,,,,,,,,,
24665,10,,,,,,,,,
24666,14,,1,,,,,,,
24667,27,,20,3,4,1,,,,8
24668,16,,56,,,,,,,15
24669,9,,,,,,,,,
24670,7,,,,,,,,,
24671,34,,1,2,,,,,,
24672,,,,,,,,,,
24673,25,,12,6,,,,,,5
24674,7,,5,,4,,,1,,18
24675,20,,,,,,,,,
24676,31,,,,,,,,,
24677,982,,14,,,,,,,
24678,12,,5,,,,,,,
24679,15,,,,,,,,,
24680,10,,,,4,,,,2,61
24681,27,,,,,,,,,
24682,,,,,,,,,,
24683,31,,,,,,,,,
24684,11,,1,,,,,,,
24685,5,,1,,,,,,,
24686,,,,,,,,,,
24687,45,,1,,,,,,,
24688,27,,52,,,,1,,2,
24689,,,,,,,,,,
24690,45,,,,,,,,,
24691,12,1,,,,,,,,
24692,22,,1,,,,,,,2
24693,16,,1,,,,,,3,11
24694,14,,,,,,,,,
24695,6,,4,,,,,,,11
24696,10,,,,4,,,,2,21
24697,5,1,94,,,,,,,
24698,31,,,,,,,,,
24699,31,,,,,,,,,
24700,26,,1,,,,,,3,11
24701,4,1,1,,5,,,,2,96
24702,6,,46,,,,,,,3
24703,11,,5,,,,,,,
24704,13,,,,,,,,,
24705,,,64,,,,,,,
24706,6,,8,,2,,,,5,31
24707,,,,,,,,,,
24708,9,,93,,,,,,,4
24709,27,,52,,,,1,,2,
24710,27,,52,,,,1,,2,
24711,18,,,,,,,,,
24712,,,,,,,,,,
24713,13,1,16,,,,,,,73
24714,,,,,,,,,,
24715,2,1,10,,,,,,,
24716,2,1,10,,,,,,,
24717,20,,,,,,,,,
24718,4,1,31,,,,,,,53
24719,28,,1,,,,,,,18
24720,31,,,,,,,,,
24721,31,,,,,,,,,
24722,12,,80,,,,,,,26
24723,17,,,,,,,,,
24724,,,,,,,,,,
24725,,,,,,,,,,
24726,9,,10,,,,,,,
24727,8,,,,,,,,,
24728,,,,,,,,,,
24729,39,,1,,,,,,,
24730,7,,46,3,,,,,,42
24731,27,,,,,,,,,
24732,9,,1,,,,,,,
24733,14,,4,,,,,,4,
24734,,,,,,,,,,20
24735,13,1,31,,,,,,,53
24736,44,,1,,,,,,,
24737,26,,1,,,,,,,
24738,,,64,,,,,,,
24739,3,,1,,,,,,,
24740,10,,10,,,,,,,
24741,8,1,31,,,,,,,53
24742,20,,,,,,,,,
24743,11,,10,,3,,,,,
24744,6,,4,,,,,,,11
24745,31,,,,,,,,,
24746,13,,,,,,,,,
24747,,,,,,,,,,
24748,31,,,,,,,,,
24749,31,,,,,,,,,
24750,31,,,,,,,,,
24751,8,,,,,,,,,
24752,7,,1,,,,,,,
24753,31,,,,,,,,,
24754,4,,,,,,,,,
24755,10,,,,,,,,,
24756,16,,11,,,,,,2,4
24757,10,,,,,,,,,
24758,31,,,,,,,,,
24759,,,1,,,,,,,
24760,5,,5,,,,,,,29
24761,8,,,,,,,,,
24762,22,,1,,,,,,,
24763,,,32,,,,,,,
24764,25,,1,,,,,,,
24765,,,,,,,,,,
24766,,,,,,,,,,
24767,976,,2,,,,,,,47
24768,2,1,10,,,,,,,
24769,11,,2,,2,,,,,
24770,19,,,,,,,,,
24771,33,,2,,,,,,,
24772,,,,,,,,,,
24773,9,,1,,,,,,,
24774,34,,,,,,,,,
24775,7,,4,,,,,,4,
24776,29,,1,,,,,,,
24777,27,1,31,,,,,,,53
24778,,,,,,,,,,
24779,,,2,,,,,,,
24780,42,,,,,,,,,
24781,17,,,,,,,,,
24782,,,1,,,,,,,
24783,10,,20,3,4,1,,,,8
24784,22,,14,,,,,,2,9
24785,4,,,,4,,,,2,12
24786,11,,1,,,,,,,
24787,19,,1,,,,,,,
24788,31,,,,,,,,,
24789,29,,72,,,,,,,
24790,31,,,,,,,,,
24791,,,1,,,,,,,
24792,31,,,,,,,,,
24793,31,,,,,,,,,
24794,19,,,,,,,,,
24795,,,394,,,,,,,
24796,17,,,,,,,,,
24797,36,,20,,,,,,,29
24798,5,1,13,,,,,,,
24799,22,,1,,,,,,,
24800,22,1,,,,,,,,
24801,,,1,,,,,,,
24802,,,,,,,,,,
24803,31,,,,,,,,,
24804,9,1,92,3,6,1,,,,16
24805,10,,,,4,,,,2,11
24806,31,,,,,,,,,
24807,12,,,,,,,,,
24808,31,,,,,,,,,
24809,22,1,16,,,,,,,73
24810,5,,,,,,,,,
24811,3,1,92,,4,,,,2,
24812,38,,,4,5,,,,,
24813,31,,,,,,,,,
24814,6,,,,,,,,,22
24815,6,,1,,,,,,,
24816,7,,1,,,,,,,
24817,976,,10,,,,,,,
24818,976,,31,,,,,,2,4
24819,,,,,,,,,,
24820,,,,,,,,,,
24821,22,1,,,,,,,,
24822,31,,,,,,,,,
24823,31,,,,,,,,,
24824,,,,,,,,,,
24825,9,,1,2,,,,,,
24826,,,1,,,,,,,
24827,19,1,2,,,,,,,69
24828,,,132,,,,,,,
24829,,,,,,,,,,
24830,31,,,,,,,,,
24831,10,1,50,,,1,,,,
24832,4,,1,,,,,,,
24833,,,,,,,,,,
24834,,,,,,,,,,
24835,,,,,,,,,,
24836,20,,,,,,,,,
24837,16,,4,,,,,,,
24838,31,,,,,,,,,
24839,31,,,,,,,,,
24840,6,,52,,,,1,,2,
24841,17,,,,,,,,,
24842,12,,,,,,,,,
24843,10,,,,4,,,,2,24
24844,,,1,,,,,,,
24845,34,1,56,,,,,,2,64
24846,31,,,,,,,,,
24847,4,,2,3,,,,,2,
24848,18,,,,,,,,,
24849,34,,54,,5,,,,,
24850,,,,,,,,,,
24851,31,,,,,,,,,
24852,31,,31,,,,,,,
24853,29,,56,,,,,,,15
24854,2,1,10,,,,,,,
24855,34,,54,,5,,,,,
24856,,,394,,,,,,,44
24857,38,,,,,,,,,
24858,,,394,,,,,,,
24859,12,1,,,,,,,,
24860,9,1,94,,,,,,,
24861,13,,,,,,,,,
24862,17,,,,,,,,,
24863,,,,,,,,,,
24864,9,,,,,,,,,
24865,,,1,,,,,,,
24866,4,,1,,,,,,,
24867,,,,,,,,,,
24868,4,,,,,,,,,
24869,21,,2,,,,,,4,22
24870,9,1,1,,,,,,,
24871,31,,,,,,,,,
24872,31,,1,,,,,,,
24873,31,,,,,,,,,
24874,33,,29,,,,,,,54
24875,,,128,,,,,,,
24876,34,,,,,,,,,
24877,,,394,,,,,,,
24878,5,,1,,,,,,,
24879,,1,,,,,1,,,2
24880,31,,,,,,,,,
24881,2,1,1,,,,,,,
24882,6,1,42,,,,,,,
24883,32,,56,,,,,,,
24884,5,,1,,,,,,,
24885,19,,,,,,,,,
24886,4,,,,,,,,,
24887,5,,1,,,,,,,
24888,23,,,,,,,,,
24889,12,,11,,,,,,,
24890,31,,,,,,,,,
24891,31,,,,,,,,,
24892,7,,1,,,,,,,
24893,31,,,,,,,,,
24894,4,1,2,,,,,,,69
24895,7,,1,,,,,,,
24896,8,,,,,,,,,
24897,35,,1,,4,,,,,
24898,7,1,,,,,,,2,2
24899,9,1,,,,,,,,23
24900,31,,,,,,,,,
24901,,,1,,,,,,,
24902,,,,,,,,,,
24903,8,,,,4,,,,2,61
24904,4,1,,,,,,,,7
24905,21,,,,,,,,,
24906,42,1,201,,3,1,3,,4,13
24907,5,,,,,,,,,
24908,,,,,,,,,,
24909,13,,1,,,,,,,
24910,27,,1576,,,,,,,13
24911,2,1,6,3,,,,,,
24912,9,,,,,,,,,
24913,44,,,,,,,,,
24914,,,,,,,,,,
24915,33,,1,,,,,,,
24916,9,,1,,,,,,,
24917,5,1,,,,,,,,44
24918,982,,4,,,,,,,
24919,10,1,94,,,,,,,
24920,22,,1,,,,,,,
24921,,,96,,,,,,,
24922,3,,,,,,,,,
24923,47,,1,,,,,,3,11
24924,12,1,,,,,,,,
24925,49,,54,,,,,,,
24926,31,,,,,,,,,
24927,5,,,,,,,,,
24928,,,,,,,,,,
24929,,,1,,,,,,,
24930,,,,,,,,,,
24931,7,,1,,,,,,,
24932,7,,,,,,,,,
24933,,,,,,,,,,
24934,8,,,,,,,,,
24935,6,,,,,,,,,
24936,982,,1,,,,,,,12
24937,3,1,,,,,,,,56
24938,3,,56,,,,,,,
24939,21,,1,,,,,,,
24940,,,,,,,,,,
24941,31,,,,,,,,,
24942,31,,,,,,,,,
24943,16,,,,,,,,2,
24944,,,,,,,,,,
24945,15,,1,2,,,,,,
24946,14,,,4,5,,,,,
24947,7,,,,4,,,,2,21
24948,,,,,,,,,,
24949,5,,1,,,,,,,
24950,,,,,,,,,,
24951,27,,52,,,,1,,2,
24952,34,,3,,4,,,,,
24953,14,,394,,,,,,,20
24954,8,,20,3,4,1,,,,8
24955,29,,,,,,,,,
24956,,,1,,,,,,,
24957,13,,1,,,,,,,
24958,,,,,,,,,,
24959,,,64,,,,,,,
24960,4,,,,,,,,,
24961,19,,,,,,,,,
24962,22,,14,,,,,,2,9
24963,31,,,,,,,,,
24964,6,1,2,,,,,,,
24965,,,,,,,,,,
24966,31,,,,,,,,,
24967,11,,,,,,,,,22
24968,3,,2,,2,,,,,
24969,,,1,,,,,,,
24970,31,,,,,,,,,
24971,31,,,,,,,,,
24972,3,,1,,4,,,,,89
24973,31,,,,,,,,,
24974,,,,,,,,,,
24975,2,1,6,4,,,,,,
24976,15,,,,,,,,,
24977,,,93,,,,,,,
24978,,,,,,,,,,
24979,,,,,,,,,,
24980,,,,,,,,,,
24981,3,,1,,,,,,,
24982,,,1,,,,,,,
24983,31,,,,,,,,,
24984,,,1,,,,,,,
24985,34,,1,,,,,,,
24986,31,,,,,,,,,
24987,,,,,,,,,,
24988,,,1,,,,,,,
24989,,,,,,,,,,
24990,,,3,,,,,,,
24991,3,,21,,1,,,,,25
24992,5,,10,,6,,,,,
24993,9,,62,,,,,,,
24994,37,,124,,,,,,,
24995,32,,93,,,,,,,4
24996,11,,2,,3,,,,,7
24997,3,1,94,,,,,,,
